CD,CD
BD,BD
BV,BV
TABAC,TABA
FEU,FE
FE,FE
FER,FER
FIEF,FIEF
FJORD,FJORD
GOAL,GOL
FLEAU,FLEO
HIER,IER
HEU,E
HE,E
OS,OS
RIZ,RI
RAZ,RA
