Ë,È
Ê,È
Á,A
À,A
Ä,A
Â,A
Å,A
Ã,A
Æ,AE
Ï,I
Î,I
Ì,I
Í,I
Ô,O
Ö,O
Ò,O
Ó,O
Õ,O
Ø,O
Œ,OEU
Ú,U
Ù,U
Û,U
Ü,U
Ñ,N
Ç,S
ß,S
